Unnamed: 0,Ground Name,City,District,Province,Ground Type,Pitch,Length,Width,Lights,Parking,Washrooms,Pavilion,Scoreboard,Rooms,Parking Cap.,Price (LKR),Rating
168.0,Jaffna St John's College Ground,Jaffna,Jaffna,Northern,School,matting,120.0,100.0,No,Yes,Yes,Yes,No,2.0,46.0,34345.0,3.0
169.0,Jaffna St Patrick's College Ground,Jaffna,Jaffna,Northern,School,matting,126.0,94.0,No,Yes,Yes,Yes,No,2.0,22.0,41764.0,3.0
170.0,Jaffna Trinco Hindu College Ground,Trincomalee,Trincomalee,Eastern,School,matting,124.0,96.0,No,Yes,Yes,Yes,No,2.0,20.0,32973.0,3.0
171.0,Jaffna Trincomalee Normans Ground,Trincomalee,Trincomalee,Eastern,Public,matting,120.0,107.0,No,Yes,Yes,No,Yes,1.0,13.0,17273.0,3.0
172.0,Jaffna Trincomalee Public Ground,Trincomalee,Trincomalee,Eastern,Public,matting,115.0,120.0,No,Yes,Yes,No,Yes,1.0,22.0,19464.0,3.0
173.0,Jaffna Trincomalee Stadium,Trincomalee,Trincomalee,Eastern,Public,turf,145.0,142.0,Yes,Yes,Yes,Yes,Yes,2.0,258.0,125174.0,5.0
174.0,Jaffna Trincomalee McHeyzer Stadium,Trincomalee,Trincomalee,Eastern,Public,turf,139.0,149.0,Yes,Yes,Yes,Yes,Yes,2.0,112.0,105157.0,4.0
175.0,Jaffna Ukuwela SB Yalegama Ground,Ukuwela,Matale,Central,Public,matting,106.0,96.0,No,Yes,Yes,No,Yes,1.0,13.0,8259.0,2.0
176.0,Kalutara Esplanade,Kalutara,Kalutara,Western,Public,turf,144.0,138.0,Yes,Yes,Yes,Yes,Yes,2.0,232.0,171414.0,5.0
177.0,Kalutara Police Training Ground,Kalutara,Kalutara,Western,Public,matting,112.0,120.0,No,Yes,Yes,No,Yes,1.0,31.0,15363.0,3.0
178.0,Kalutara Public Ground,Kalutara,Kalutara,Western,Public,matting,119.0,110.0,No,Yes,Yes,No,Yes,1.0,16.0,11415.0,2.0
179.0,Kalutara Sports Club Ground,Kalutara,Kalutara,Western,Club,matting,131.0,103.0,No,Yes,Yes,Yes,Yes,2.0,52.0,24380.0,4.0
180.0,Kalutara Town Club Ground,Kalutara,Kalutara,Western,Club,matting,129.0,95.0,No,Yes,Yes,Yes,Yes,2.0,27.0,34972.0,3.0
181.0,Kalutara Urban Council Ground,Kalutara,Kalutara,Western,Public,matting,117.0,114.0,No,Yes,Yes,No,Yes,1.0,13.0,17441.0,3.0
182.0,Kandana De Mazenod College Ground,Kandana,Gampaha,Western,School,matting,130.0,97.0,No,Yes,Yes,Yes,No,2.0,40.0,22715.0,3.0
183.0,Kandy Asgiriya Stadium,Kandy,Kandy,Central,Public,turf,142.0,141.0,Yes,Yes,Yes,Yes,Yes,2.0,227.0,168391.0,5.0
184.0,Kandy Bogambara Recreation Grounds,Kandy,Kandy,Central,Public,turf,135.0,140.0,Yes,Yes,Yes,Yes,Yes,2.0,229.0,87326.0,5.0
185.0,Kandy Katugastota Oval,Kandy,Kandy,Central,Public,turf,141.0,138.0,Yes,Yes,Yes,Yes,Yes,2.0,117.0,132483.0,5.0
186.0,Kandy Kingswood College Ground,Kandy,Kandy,Central,School,turf,133.0,135.0,Yes,Yes,Yes,Yes,Yes,2.0,66.0,109707.0,5.0
187.0,Kandy Lake View Ground,Kandy,Kandy,Central,Public,matting,118.0,101.0,No,Yes,Yes,No,Yes,1.0,30.0,15159.0,3.0
188.0,Kandy Police Ground,Kandy,Kandy,Central,Public,matting,117.0,94.0,No,Yes,Yes,No,Yes,1.0,14.0,16274.0,3.0
189.0,Kandy Prison Grounds,Kandy,Kandy,Central,Public,matting,106.0,101.0,No,Yes,Yes,No,Yes,1.0,15.0,12915.0,3.0
190.0,Kandy Thurstan College Grounds,Kandy,Kandy,Central,School,turf,131.0,139.0,Yes,Yes,Yes,Yes,Yes,2.0,72.0,108540.0,4.0
191.0,Kantale Grounds,Kantale,Trincomalee,Eastern,Public,matting,111.0,118.0,No,Yes,Yes,No,Yes,1.0,27.0,10475.0,3.0
192.0,Kantalai Public Ground,Kantale,Trincomalee,Eastern,Public,matting,120.0,115.0,No,Yes,Yes,No,Yes,1.0,13.0,13540.0,3.0
193.0,Kantalai Vidyalaya Ground,Kantale,Trincomalee,Eastern,School,matting,118.0,98.0,No,Yes,Yes,Yes,No,2.0,41.0,25638.0,3.0
194.0,Karainagar Public Ground,Karainagar,Jaffna,Northern,Public,matting,114.0,97.0,No,Yes,Yes,No,Yes,1.0,20.0,11261.0,2.0
195.0,Karapitiya Lions Club Grounds,Karapitiya,Galle,Southern,Club,turf,138.0,141.0,Yes,Yes,Yes,Yes,Yes,2.0,176.0,192661.0,5.0
196.0,Karapitiya Public Ground,Karapitiya,Galle,Southern,Public,matting,124.0,103.0,No,Yes,Yes,No,Yes,1.0,12.0,4199.0,2.0
197.0,Karathivu Public Ground,Kalmunai,Ampara,Eastern,Public,matting,108.0,101.0,No,Yes,Yes,No,Yes,1.0,17.0,15763.0,3.0
198.0,Katana Public Ground,Negombo,Gampaha,Western,Public,matting,121.0,114.0,No,Yes,Yes,No,Yes,1.0,18.0,9375.0,2.0
199.0,Katana St Mary's College Ground,Negombo,Gampaha,Western,School,matting,122.0,108.0,No,Yes,Yes,Yes,No,2.0,37.0,33274.0,3.0
200.0,Katargama Public Ground,Kataragama,Monaragala,Uva,Public,matting,112.0,104.0,No,Yes,Yes,No,Yes,1.0,20.0,12074.0,2.0
201.0,Kathaluwa Cricket Ground,Ahangama,Galle,Southern,Public,matting,117.0,108.0,No,Yes,Yes,No,Yes,1.0,18.0,9870.0,2.0
202.0,Kattankudy Central College Ground,Kattankudy,Batticaloa,Eastern,School,matting,122.0,99.0,No,Yes,Yes,Yes,No,2.0,40.0,33714.0,3.0
203.0,Kattankudy Public Ground,Kattankudy,Batticaloa,Eastern,Public,matting,110.0,112.0,No,Yes,Yes,No,Yes,1.0,27.0,14630.0,3.0
204.0,Katuwana Public Ground,Katuwana,Hambantota,Southern,Public,matting,121.0,103.0,No,Yes,Yes,No,Yes,1.0,17.0,8912.0,2.0
205.0,Katuwana Vidyalaya School Ground,Katuwana,Hambantota,Southern,School,matting,113.0,95.0,No,Yes,Yes,Yes,No,2.0,44.0,31092.0,3.0
206.0,Kegalle District Ground,Kegalle,Kegalle,Sabaragamuwa,Public,matting,119.0,112.0,No,Yes,Yes,No,Yes,1.0,22.0,14953.0,3.0
207.0,Kegalle Esplanade,Kegalle,Kegalle,Sabaragamuwa,Public,turf,144.0,150.0,Yes,Yes,Yes,Yes,Yes,2.0,224.0,142519.0,5.0
208.0,Kegalle Public Ground,Kegalle,Kegalle,Sabaragamuwa,Public,matting,115.0,110.0,No,Yes,Yes,No,Yes,1.0,20.0,6427.0,2.0
209.0,Kegalle Sports Club Ground,Kegalle,Kegalle,Sabaragamuwa,Club,turf,139.0,143.0,Yes,Yes,Yes,Yes,Yes,2.0,126.0,158260.0,5.0
210.0,Kegalle Urban Council Ground,Kegalle,Kegalle,Sabaragamuwa,Public,matting,125.0,96.0,No,Yes,Yes,No,Yes,1.0,15.0,12415.0,3.0
211.0,Kekirawa Public Ground,Kekirawa,Anuradhapura,North Central,Public,matting,114.0,108.0,No,Yes,Yes,No,Yes,1.0,20.0,9283.0,2.0
212.0,Kekirawa Ran Kekulu School Ground,Kekirawa,Anuradhapura,North Central,School,matting,123.0,102.0,No,Yes,Yes,Yes,No,2.0,43.0,31294.0,3.0
213.0,Kelaniya Dharmaloka College Ground,Kelaniya,Gampaha,Western,School,matting,120.0,109.0,No,Yes,Yes,Yes,No,2.0,46.0,29331.0,3.0
214.0,Kelaniya Public Ground,Kelaniya,Gampaha,Western,Public,matting,115.0,118.0,No,Yes,Yes,No,Yes,1.0,18.0,8563.0,2.0
215.0,Kelaniya University Grounds,Kelaniya,Gampaha,Western,Public,turf,134.0,145.0,Yes,Yes,Yes,Yes,Yes,2.0,132.0,103915.0,5.0
216.0,Kinniya East Playground,Kinniya,Trincomalee,Eastern,Public,matting,109.0,107.0,No,Yes,Yes,No,Yes,1.0,15.0,9997.0,2.0
217.0,Kinniya Public Ground,Kinniya,Trincomalee,Eastern,Public,matting,117.0,113.0,No,Yes,Yes,No,Yes,1.0,21.0,13022.0,3.0
218.0,Kinniya Sports Club Ground,Kinniya,Trincomalee,Eastern,Club,matting,128.0,95.0,No,Yes,Yes,Yes,Yes,2.0,57.0,33859.0,3.0
219.0,Kinniya Stadium,Kinniya,Trincomalee,Eastern,Public,turf,142.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,175.0,120586.0,5.0
220.0,Kiribathgoda Public Ground,Kiribathgoda,Gampaha,Western,Public,matting,110.0,111.0,No,Yes,Yes,No,Yes,1.0,17.0,6743.0,2.0
221.0,Kiribathgoda St Paul's College Ground,Kiribathgoda,Gampaha,Western,School,matting,120.0,95.0,No,Yes,Yes,Yes,No,2.0,22.0,40797.0,3.0
222.0,Kirimetiyawa Public Ground,Wennappuwa,Puttalam,North Western,Public,matting,125.0,110.0,No,Yes,Yes,No,Yes,1.0,27.0,13229.0,3.0
223.0,Kirindiwela Central College Ground,Kirindiwela,Gampaha,Western,School,matting,116.0,99.0,No,Yes,Yes,Yes,No,2.0,39.0,21653.0,3.0
224.0,Kirindiwela Public Ground,Kirindiwela,Gampaha,Western,Public,matting,113.0,112.0,No,Yes,Yes,No,Yes,1.0,10.0,9683.0,2.0
225.0,Koggala Public Ground,Koggala,Galle,Southern,Public,matting,120.0,101.0,No,Yes,Yes,No,Yes,1.0,17.0,8248.0,2.0
226.0,Koggala Sports Club Ground,Koggala,Galle,Southern,Club,matting,124.0,108.0,No,Yes,Yes,Yes,Yes,2.0,36.0,26407.0,4.0
227.0,Kohuwala Public Ground,Kohuwala,Colombo,Western,Public,matting,115.0,113.0,No,Yes,Yes,No,Yes,1.0,15.0,11338.0,2.0
228.0,Kolonnawa Public Ground,Kolonnawa,Colombo,Western,Public,matting,112.0,103.0,No,Yes,Yes,No,Yes,1.0,17.0,11683.0,3.0
229.0,Kolonnawa Ravana Stadium,Kolonnawa,Colombo,Western,Public,turf,142.0,145.0,Yes,Yes,Yes,Yes,Yes,2.0,191.0,131941.0,5.0
230.0,Kolonnawa Urban Council Ground,Kolonnawa,Colombo,Western,Public,matting,113.0,97.0,No,Yes,Yes,No,Yes,1.0,13.0,7912.0,2.0
231.0,Kuliyapitiya Central College Ground,Kuliyapitiya,Kurunegala,North Western,School,matting,121.0,108.0,No,Yes,Yes,Yes,No,2.0,28.0,37884.0,3.0
232.0,Kuliyapitiya Public Ground,Kuliyapitiya,Kurunegala,North Western,Public,matting,117.0,96.0,No,Yes,Yes,No,Yes,1.0,11.0,12540.0,2.0
233.0,Kuliyapitiya Sports Club Ground,Kuliyapitiya,Kurunegala,North Western,Club,matting,127.0,100.0,No,Yes,Yes,Yes,Yes,2.0,41.0,26774.0,4.0
234.0,Kurunegala District Ground,Kurunegala,Kurunegala,North Western,Public,matting,110.0,104.0,No,Yes,Yes,No,Yes,1.0,14.0,8841.0,2.0
235.0,Kurunegala Esplanade,Kurunegala,Kurunegala,North Western,Public,turf,143.0,138.0,Yes,Yes,Yes,Yes,Yes,2.0,212.0,135400.0,5.0
236.0,Kurunegala Mallawapitiya Provincial Stadium,Kurunegala,Kurunegala,North Western,Public,turf,147.0,146.0,Yes,Yes,Yes,Yes,Yes,2.0,130.0,164953.0,5.0
237.0,Kurunegala Maliyadeva College Ground,Kurunegala,Kurunegala,North Western,School,turf,131.0,122.0,Yes,Yes,Yes,Yes,Yes,2.0,62.0,98518.0,4.0
238.0,Kurunegala Pilessa School Grounds,Kurunegala,Kurunegala,North Western,School,matting,115.0,99.0,No,Yes,Yes,Yes,No,2.0,23.0,30427.0,3.0
239.0,Kurunegala Police Grounds,Kurunegala,Kurunegala,North Western,Public,matting,113.0,108.0,No,Yes,Yes,No,Yes,1.0,17.0,14315.0,3.0
240.0,Kurunegala Public Ground,Kurunegala,Kurunegala,North Western,Public,matting,118.0,114.0,No,Yes,Yes,No,Yes,1.0,22.0,11080.0,3.0
241.0,Kurunegala St Anne's College Ground,Kurunegala,Kurunegala,North Western,School,matting,121.0,97.0,No,Yes,Yes,Yes,No,2.0,37.0,40935.0,3.0
242.0,Kurunegala Welagedara Stadium,Kurunegala,Kurunegala,North Western,Public,turf,148.0,149.0,Yes,Yes,Yes,Yes,Yes,2.0,220.0,134272.0,5.0
243.0,Madampe Public Ground,Madampe,Puttalam,North Western,Public,matting,114.0,120.0,No,Yes,Yes,No,Yes,1.0,13.0,8375.0,3.0
244.0,Madampe St Sebastian School Ground,Madampe,Puttalam,North Western,School,matting,127.0,96.0,No,Yes,Yes,Yes,No,2.0,25.0,34418.0,3.0
245.0,Madampe Urban Council Ground,Madampe,Puttalam,North Western,Public,matting,109.0,113.0,No,Yes,Yes,No,Yes,1.0,20.0,10510.0,3.0
246.0,Madihe Hilltop Ground,Matara,Matara,Southern,Private,matting,122.0,111.0,No,Yes,Yes,No,Yes,0.0,18.0,9576.0,2.0
247.0,Madurankuli Public Ground,Madurankuliya,Puttalam,North Western,Public,matting,118.0,102.0,No,Yes,Yes,No,Yes,1.0,11.0,7657.0,2.0
248.0,Madurankuli Sports Ground,Madurankuliya,Puttalam,North Western,Public,matting,126.0,96.0,No,Yes,Yes,No,Yes,1.0,13.0,10460.0,3.0
249.0,Makuludoowa Public Ground,Habaraduwa,Galle,Southern,Public,matting,113.0,114.0,No,Yes,Yes,No,Yes,1.0,17.0,9082.0,3.0
250.0,Makuludoowa Sri Sumangala School Ground,Habaraduwa,Galle,Southern,School,matting,122.0,108.0,No,Yes,Yes,Yes,No,2.0,38.0,33284.0,3.0
251.0,Malabe Athurugiriya Road Ground,Malabe,Colombo,Western,Public,matting,111.0,108.0,No,Yes,Yes,No,Yes,1.0,17.0,7850.0,2.0
252.0,Malabe Gateway International College Ground,Malabe,Colombo,Western,School,matting,124.0,101.0,No,Yes,Yes,Yes,No,2.0,32.0,42176.0,3.0
253.0,Malabe Horizon College Ground,Malabe,Colombo,Western,School,matting,118.0,97.0,No,Yes,Yes,Yes,No,2.0,27.0,36543.0,3.0
254.0,Malabe Public Ground,Malabe,Colombo,Western,Public,matting,109.0,120.0,No,Yes,Yes,No,Yes,1.0,12.0,9857.0,2.0
255.0,Malabe SLIIT Grounds,Malabe,Colombo,Western,Public,turf,137.0,146.0,Yes,Yes,Yes,Yes,Yes,2.0,162.0,119334.0,5.0
256.0,Maligawatta Henamulla Ground,Maligawatta,Colombo,Western,Public,matting,114.0,98.0,No,Yes,Yes,No,Yes,1.0,17.0,11952.0,3.0
257.0,Mallavi Public Ground,Mallavi,Mullaitivu,Northern,Public,matting,113.0,99.0,No,Yes,Yes,No,Yes,1.0,16.0,13122.0,3.0
258.0,Mallavi Vipulananda College Ground,Mallavi,Mullaitivu,Northern,School,matting,121.0,96.0,No,Yes,Yes,Yes,No,2.0,29.0,33217.0,3.0
259.0,Mannar Public Ground,Mannar,Mannar,Northern,Public,matting,113.0,114.0,No,Yes,Yes,No,Yes,1.0,21.0,13405.0,3.0
260.0,Mannar St Xavier's College Ground,Mannar,Mannar,Northern,School,matting,121.0,102.0,No,Yes,Yes,Yes,No,2.0,43.0,29613.0,3.0
261.0,Mannar Urban Council Ground,Mannar,Mannar,Northern,Public,matting,117.0,110.0,No,Yes,Yes,No,Yes,1.0,25.0,10274.0,2.0
262.0,Marawila Public Ground,Marawila,Puttalam,North Western,Public,matting,109.0,106.0,No,Yes,Yes,No,Yes,1.0,14.0,8277.0,2.0
263.0,Marawila St Mary's College Ground,Marawila,Puttalam,North Western,School,matting,122.0,100.0,No,Yes,Yes,Yes,No,2.0,34.0,40125.0,3.0
264.0,Matale Bernard Aluwihare Stadium,Matale,Matale,Central,Public,turf,145.0,147.0,Yes,Yes,Yes,Yes,Yes,2.0,203.0,144821.0,5.0
265.0,Matale Hindu College Ground,Matale,Matale,Central,School,matting,124.0,97.0,No,Yes,Yes,Yes,No,2.0,33.0,32760.0,3.0
266.0,Matale Public Ground,Matale,Matale,Central,Public,matting,120.0,110.0,No,Yes,Yes,No,Yes,1.0,11.0,9127.0,2.0
267.0,Matale Science College Ground,Matale,Matale,Central,School,matting,115.0,105.0,No,Yes,Yes,Yes,No,2.0,37.0,31604.0,3.0
268.0,Matale Sports Club Ground,Matale,Matale,Central,Club,matting,128.0,98.0,No,Yes,Yes,Yes,Yes,2.0,52.0,25470.0,4.0
269.0,Matale Urban Council Ground,Matale,Matale,Central,Public,matting,117.0,114.0,No,Yes,Yes,No,Yes,1.0,25.0,12758.0,3.0
270.0,Matara Browns Hill Ground,Matara,Matara,Southern,Public,matting,115.0,108.0,No,Yes,Yes,No,Yes,1.0,13.0,10986.0,3.0
271.0,Matara Dharmapala College Ground,Matara,Matara,Southern,School,matting,123.0,100.0,No,Yes,Yes,Yes,No,2.0,41.0,33246.0,3.0
272.0,Matara Esplanade,Matara,Matara,Southern,Public,turf,143.0,142.0,Yes,Yes,Yes,Yes,Yes,2.0,197.0,174430.0,5.0
273.0,Matara Kamburugamuwa School Ground,Matara,Matara,Southern,School,matting,116.0,95.0,No,Yes,Yes,Yes,No,2.0,39.0,22689.0,3.0
274.0,Matara Public Ground,Matara,Matara,Southern,Public,matting,121.0,113.0,No,Yes,Yes,No,Yes,1.0,18.0,15847.0,3.0
275.0,Matara Rahula College Ground,Matara,Matara,Southern,School,matting,125.0,102.0,No,Yes,Yes,Yes,No,2.0,48.0,39177.0,3.0
276.0,Matara St Servatius Ground,Matara,Matara,Southern,School,turf,135.0,143.0,Yes,Yes,Yes,Yes,Yes,2.0,86.0,112748.0,5.0
277.0,Matara Uyanwatta Stadium,Matara,Matara,Southern,Public,turf,149.0,148.0,Yes,Yes,Yes,Yes,Yes,2.0,240.0,102680.0,5.0
278.0,Matara Vijitha Central College Ground,Akuressa,Matara,Southern,School,matting,124.0,96.0,No,Yes,Yes,Yes,No,2.0,31.0,25174.0,3.0
279.0,Matara Weherahena Public Ground,Matara,Matara,Southern,Public,matting,115.0,115.0,No,Yes,Yes,No,Yes,1.0,12.0,9037.0,2.0
280.0,Matugama Public Ground,Matugama,Kalutara,Western,Public,matting,113.0,112.0,No,Yes,Yes,No,Yes,1.0,15.0,8104.0,2.0
281.0,Matugama Sports Club Ground,Matugama,Kalutara,Western,Club,matting,127.0,98.0,No,Yes,Yes,Yes,Yes,2.0,54.0,29340.0,4.0
282.0,Matugama Urban Council Ground,Matugama,Kalutara,Western,Public,matting,120.0,113.0,No,Yes,Yes,No,Yes,1.0,14.0,17568.0,3.0
283.0,Medawachchiya Public Ground,Medawachchiya,Anuradhapura,North Central,Public,matting,112.0,109.0,No,Yes,Yes,No,Yes,1.0,20.0,10716.0,3.0
284.0,Medawachchiya St Joseph's College Ground,Medawachchiya,Anuradhapura,North Central,School,matting,119.0,96.0,No,Yes,Yes,Yes,No,2.0,47.0,29337.0,3.0
285.0,Meerigama Alawwa Road Grounds,Meerigama,Gampaha,Western,Public,matting,115.0,108.0,No,Yes,Yes,No,Yes,1.0,16.0,10064.0,2.0
286.0,Meerigama Public Ground,Meerigama,Gampaha,Western,Public,matting,121.0,114.0,No,Yes,Yes,No,Yes,1.0,21.0,8577.0,3.0
287.0,Mihintale Grounds,Mihintale,Anuradhapura,North Central,Public,matting,116.0,115.0,No,Yes,Yes,No,Yes,1.0,17.0,12504.0,3.0
288.0,Mihintale Public Ground,Mihintale,Anuradhapura,North Central,Public,matting,108.0,96.0,No,Yes,Yes,No,Yes,1.0,12.0,7014.0,2.0
289.0,Mihintale Rajarata University Ground,Mihintale,Anuradhapura,North Central,Public,turf,139.0,143.0,Yes,Yes,Yes,Yes,Yes,2.0,105.0,144429.0,5.0
290.0,Minuwangoda District Ground,Minuwangoda,Gampaha,Western,Public,matting,118.0,114.0,No,Yes,Yes,No,Yes,1.0,10.0,9902.0,2.0
291.0,Minuwangoda Public Ground,Minuwangoda,Gampaha,Western,Public,matting,112.0,108.0,No,Yes,Yes,No,Yes,1.0,14.0,6218.0,2.0
292.0,Minuwangoda St Anne's College Ground,Minuwangoda,Gampaha,Western,School,matting,127.0,99.0,No,Yes,Yes,Yes,No,2.0,46.0,35841.0,3.0
293.0,Minuwangoda Urban Council Ground,Minuwangoda,Gampaha,Western,Public,matting,110.0,100.0,No,Yes,Yes,No,Yes,1.0,20.0,11810.0,3.0
294.0,Mirigama Public Ground,Mirigama,Gampaha,Western,Public,matting,113.0,117.0,No,Yes,Yes,No,Yes,1.0,15.0,7202.0,2.0
295.0,Mirigama Sports Club Ground,Mirigama,Gampaha,Western,Club,matting,128.0,101.0,No,Yes,Yes,Yes,Yes,2.0,49.0,28615.0,4.0
296.0,Mirihana Public Ground,Mirihana,Colombo,Western,Public,matting,111.0,98.0,No,Yes,Yes,No,Yes,1.0,11.0,5398.0,2.0
297.0,Moolai Public Ground,Moolai,Jaffna,Northern,Public,matting,116.0,97.0,No,Yes,Yes,No,Yes,1.0,13.0,5860.0,2.0
298.0,Moragolla Public Ground,Moragolla,Kandy,Central,Public,matting,114.0,120.0,No,Yes,Yes,No,Yes,1.0,16.0,9338.0,2.0
299.0,Moratuwa Prince of Wales College Ground,Moratuwa,Colombo,Western,School,turf,133.0,139.0,Yes,Yes,Yes,Yes,Yes,2.0,61.0,128934.0,5.0
300.0,Moratuwa Public Ground,Moratuwa,Colombo,Western,Public,matting,117.0,114.0,No,Yes,Yes,No,Yes,1.0,18.0,8121.0,3.0
301.0,Moratuwa Ranpokunagama Grounds,Moratuwa,Colombo,Western,Public,matting,114.0,109.0,No,Yes,Yes,No,Yes,1.0,13.0,9220.0,2.0
302.0,Moratuwa St Sebastian’s College Ground,Moratuwa,Colombo,Western,School,turf,131.0,137.0,Yes,Yes,Yes,Yes,Yes,2.0,75.0,109744.0,5.0
303.0,Moratuwa Uyana Public Ground,Moratuwa,Colombo,Western,Public,matting,109.0,115.0,No,Yes,Yes,No,Yes,1.0,11.0,10733.0,3.0
304.0,Mullaitivu Public Ground,Mullaitivu,Mullaitivu,Northern,Public,matting,118.0,102.0,No,Yes,Yes,No,Yes,1.0,19.0,8934.0,2.0
305.0,Mullaitivu Sports Club Ground,Mullaitivu,Mullaitivu,Northern,Club,matting,125.0,99.0,No,Yes,Yes,Yes,Yes,2.0,32.0,25944.0,4.0
306.0,Nainativu Public Ground,Nainativu,Jaffna,Northern,Public,matting,114.0,97.0,No,Yes,Yes,No,Yes,1.0,16.0,7134.0,2.0
307.0,Nanu Oya Sports Ground,Nanu Oya,Nuwara Eliya,Central,Public,matting,116.0,120.0,No,Yes,Yes,No,Yes,1.0,15.0,9241.0,3.0
308.0,Narammala Public Ground,Narammala,Kurunegala,North Western,Public,matting,115.0,108.0,No,Yes,Yes,No,Yes,1.0,17.0,8728.0,3.0
309.0,Narammala St Joseph’s College Ground,Narammala,Kurunegala,North Western,School,matting,122.0,96.0,No,Yes,Yes,Yes,No,2.0,49.0,30114.0,3.0
310.0,Nattandiya Public Ground,Nattandiya,Puttalam,North Western,Public,matting,109.0,114.0,No,Yes,Yes,No,Yes,1.0,20.0,11050.0,3.0
311.0,Nattandiya Sports Club Ground,Nattandiya,Puttalam,North Western,Club,matting,124.0,98.0,No,Yes,Yes,Yes,Yes,2.0,52.0,27351.0,4.0
312.0,Nattandiya St Anne’s College Ground,Nattandiya,Puttalam,North Western,School,matting,127.0,95.0,No,Yes,Yes,Yes,No,2.0,33.0,36311.0,3.0
313.0,Negombo District Ground,Negombo,Gampaha,Western,Public,matting,117.0,110.0,No,Yes,Yes,No,Yes,1.0,18.0,8974.0,3.0
314.0,Negombo Esplanade,Negombo,Gampaha,Western,Public,turf,143.0,145.0,Yes,Yes,Yes,Yes,Yes,2.0,208.0,175238.0,5.0
315.0,Negombo Maris Stella College Ground,Negombo,Gampaha,Western,School,matting,123.0,107.0,No,Yes,Yes,Yes,No,2.0,54.0,40371.0,3.0
316.0,Negombo Public Ground,Negombo,Gampaha,Western,Public,matting,112.0,113.0,No,Yes,Yes,No,Yes,1.0,21.0,7808.0,2.0
317.0,Negombo Sports Club Ground,Negombo,Gampaha,Western,Club,matting,124.0,99.0,No,Yes,Yes,Yes,Yes,2.0,47.0,26764.0,4.0
318.0,Nelliady Public Ground,Nelliady,Jaffna,Northern,Public,matting,115.0,108.0,No,Yes,Yes,No,Yes,1.0,12.0,6071.0,2.0
319.0,Nochchiyagama Public Ground,Nochchiyagama,Anuradhapura,North Central,Public,matting,116.0,96.0,No,Yes,Yes,No,Yes,1.0,14.0,9043.0,2.0
320.0,Nochchiyagama School Ground,Nochchiyagama,Anuradhapura,North Central,School,matting,121.0,95.0,No,Yes,Yes,Yes,No,2.0,41.0,30459.0,3.0
321.0,Nugegoda Anula Vidyalaya Ground,Nugegoda,Colombo,Western,School,turf,133.0,138.0,Yes,Yes,Yes,Yes,Yes,2.0,63.0,127436.0,5.0
322.0,Nugegoda High Level Road Public Ground,Nugegoda,Colombo,Western,Public,matting,109.0,107.0,No,Yes,Yes,No,Yes,1.0,14.0,8520.0,2.0
323.0,Nugegoda Lyceum International School Ground,Nugegoda,Colombo,Western,School,matting,126.0,99.0,No,Yes,Yes,Yes,No,2.0,42.0,37175.0,3.0
324.0,Nugegoda Public Ground,Nugegoda,Colombo,Western,Public,matting,114.0,115.0,No,Yes,Yes,No,Yes,1.0,11.0,6744.0,2.0
325.0,Nugegoda St Joseph’s College Ground,Nugegoda,Colombo,Western,School,matting,125.0,109.0,No,Yes,Yes,Yes,No,2.0,37.0,31866.0,3.0
326.0,Nugegoda Yakkala Road Ground,Nugegoda,Colombo,Western,Public,matting,110.0,98.0,No,Yes,Yes,No,Yes,1.0,16.0,9842.0,2.0
327.0,Nuwara Eliya Bloomfield Ground,Nuwara Eliya,Nuwara Eliya,Central,Club,turf,135.0,139.0,Yes,Yes,Yes,Yes,Yes,2.0,135.0,103773.0,5.0
328.0,Nuwara Eliya District Ground,Nuwara Eliya,Nuwara Eliya,Central,Public,matting,118.0,120.0,No,Yes,Yes,No,Yes,1.0,14.0,14313.0,2.0
329.0,Nuwara Eliya Gregory Park Ground,Nuwara Eliya,Nuwara Eliya,Central,Public,matting,114.0,108.0,No,Yes,Yes,No,Yes,1.0,13.0,11555.0,3.0
330.0,Nuwara Eliya Jayathilake Stadium,Nuwara Eliya,Nuwara Eliya,Central,Public,turf,142.0,143.0,Yes,Yes,Yes,Yes,Yes,2.0,185.0,113885.0,5.0
331.0,Nuwara Eliya Public Ground,Nuwara Eliya,Nuwara Eliya,Central,Public,matting,117.0,113.0,No,Yes,Yes,No,Yes,1.0,22.0,9033.0,2.0
332.0,Nuwara Eliya Racecourse Ground,Nuwara Eliya,Nuwara Eliya,Central,Public,matting,125.0,98.0,No,Yes,Yes,No,Yes,1.0,27.0,9981.0,3.0
333.0,Oddusuddan Public Ground,Oddusuddan,Mullaitivu,Northern,Public,matting,112.0,106.0,No,Yes,Yes,No,Yes,1.0,15.0,8408.0,3.0
334.0,Oddusuddan Sports Ground,Oddusuddan,Mullaitivu,Northern,Public,matting,120.0,113.0,No,Yes,Yes,No,Yes,1.0,22.0,10225.0,3.0
335.0,Padukka Public Ground,Padukka,Colombo,Western,Public,matting,109.0,107.0,No,Yes,Yes,No,Yes,1.0,12.0,6431.0,2.0
336.0,Padukka Sri Piyarathana College Ground,Padukka,Colombo,Western,School,matting,124.0,100.0,No,Yes,Yes,Yes,No,2.0,45.0,29964.0,3.0
337.0,Padiyathalawa Public Ground,Padiyathalawa,Ampara,Eastern,Public,matting,113.0,120.0,No,Yes,Yes,No,Yes,1.0,14.0,9049.0,2.0
